tmdbId,original_title,adult,budget,imdb_id,original_language,revenue,tagline,title,release_date,runtime,overview,belongs_to_collection
18507,Tu£sday,0,0,tt1042570,en,0.0,Same Bank. Same Day. Different Story.,Tu£sday,2008-10-10,79.0,"Four career criminals, two glamorous bank workers and one over-the-hill has-been all happen to be planning a robbery on a London bank on the same day, by sheer coincidence. The two investigating detectives must try and deduce how these seemingly unrelated people came to be in the area and which were responsible for the lifting a priceless emerald.",None
16240,Breakfast with Scot,0,0,tt0910847,en,0.0,,Breakfast with Scot,2007-11-16,95.0,"Eric and Sam have been in a committed relationship for four years. Eric's a former hockey player turned sportscaster and Sam's a sport's lawyer. But when Sam's adventure seeking brother Billy, takes a job in South America, his ex-girlfriend, Julie, is discovered dead from a drug overdose leaving her son Scot (not Billy's son) to Billy.",None
50030,La Ronde,0,0,tt0042906,fr,0.0,,La Ronde,1950-09-27,110.0,"An all-knowing interlocutor guides us through a series of affairs in Vienna, 1900. A soldier meets an eager young lady of the evening. Later he has an affair with a young lady, who becomes a maid and does similarly with the young man of the house. The young man seduces a married woman. On and on, spinning on the gay carousel of life.",None
81223,Brunet wieczorową porą,0,0,tt0074251,pl,0.0,,Brunet wieczorową porą,1976-10-18,90.0,"Modest editor, has shipped his wife and kids for the weekend, and is trying to relax in his house at the outskirts of Warsaw. His quiet evening is only disturbed by the accidental forecast made by a Gypsy woman, that at evening time he will murder a mysterious brunet.",None
24772,Going Berserk,0,0,tt0085603,en,0.0,,Going Berserk,1983-09-30,85.0,"John Bourgignon, a drummer/chauffeur engaged to the daughter of a United States senator encounters a sleazy film director, the leader of an aerobics cult, and other crazed characters in the days leading up to his wedding.",None
67515,Luther the Geek,0,0,tt0100079,en,0.0,A movie with a fowl bite!,Luther the Geek,1990-01-01,80.0,"As a young child Luther The Geek or ""The Freak"" witnesses a band of men goading a geek (a man who bites off chicken's heads and drinks the blood) into performing. In the ensuing hullabaloo, Luther bites his lip and likes the taste of blood. Flash forward some thirty years and a parole board is meeting to discuss Luther's release. It seems the cheeky blighter has been murdering folk in the meantime. A dopey parole board trainee sides with the liberals and so Luther is unleashed, except now he has a special pair of customized metal teeth. Luther then proceeds to ""bite the heads off"" of many hapless folk until the tense ending. This movie is most notable for it's bare dialog, whole stretches pass without a sound. Most of the audio is composed of Luther clucking insanely like a chicken.",None
29082,Les vampires,0,0,tt0006206,fr,0.0,,Les vampires,1915-11-13,399.0,"Two journalists attempt to uncover the truth behind the criminal organisation, known as The Vampires, who are terrorizing Paris.",None
8284,The Limits of Control,0,0,tt1135092,en,0.0,"For every way in, there is another way out.",The Limits of Control,2009-05-01,116.0,"A mysterious stranger works outside the law and keeps his objectives hidden, trusting no one. While his demeanor is paradoxically focused and dreamlike all at once, he embarks on a journey that not only takes him across Spain, but also through his own consciousness.",None
4250,Pornorama,0,0,tt0808425,de,0.0,,Pornorama,2007-10-11,94.0,A free-wheeling chronicle of the Munich sex film industry in the 1970s.,None
32451,Heavy Metal in Baghdad,0,0,tt1092007,en,0.0,,Heavy Metal in Baghdad,2007-09-08,84.0,The story of Iraq's only heavy metal band and their fight to play music,None
62128,Raiders of the Lost Ark - The Adaptation,0,5000,tt0772251,en,0.0,,Raiders of the Lost Ark - The Adaptation,1989-01-01,100.0,"After seeing Raiders of the Lost Ark in 1981, three 12 year old friends, Chris Strompolos, Eric Zala and Jayson Lamb, began filming their own shot-by-shot adaptation of the Spielberg classic in the backyards of their Mississippi homes. After 6 years, the film was ready.",None
8373,Transformers: Revenge of the Fallen,0,150000000,tt1055369,en,836297228.0,Revenge is coming.,Transformers: Revenge of the Fallen,2009-06-19,150.0,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Transformers Collection
62320,Home,0,0,tt1014762,fr,0.0,A Stunning Visual Portrayal of Earth,Home,2009-06-03,95.0,"With aerial footage from 54 countries, Home is a depiction of how the Earth's problems are all interlinked.",None
24734,K2,0,0,tt0102178,en,3106559.0,Between the earth and the sky lies the sheer face of adventure.,K2,1991-10-09,102.0,"They call it the savage mountain. 27 people have perished trying to reach the summit on K2, the world's second highest peak. A U.S. climbing team, funded by millionaire Clairborne is determined to conquer K2.",None
75317,D@bbe,0,500000,tt0782037,tr,0.0,,Dabbe,2006-02-09,108.0,"A very large number of people start to commit suicide using brutal and horrible techniques and without any reasons. Starting from the United States, this suicide wave spreads all over the world. In Turkey, in a small town called Selcuk, a young man kills himself after a long, night he spends on the Internet. Following the incident, his best friends start to get strange e-mails from him. They also start seeing horrible creatures around themselves--this is just the begining of the apocalypse.",None
8939,Тюльпан,0,0,tt0436854,ru,0.0,,Tulpan,2009-03-04,100.0,"Asa, a young and cheerful dreamer, returns from his Russian naval service to his sister’s nomadic family on the desolate Hunger Steppe of central Asia, so that he can begin his own life as a shepherd. But before he can tend a flock of his own, Asa must first win the hand of the only eligible girl for miles, his mysterious neighbor - Tulpan.",None
35404,The File on Thelma Jordon,0,0,tt0041368,en,0.0,...SHE'LL LIE...KILL OR KISS HER WAY OUT OF ANYTHING!,The File on Thelma Jordon,1950-01-18,100.0,A woman seduces a District Attorney and pulls him into a web of theft and murder.,None
91205,Bling: A Planet Rock,0,750000,tt0775434,en,0.0,The blood diamond & hip-hop,Bling: A Planet Rock,,90.0,"Bling is a documentary film which focuses on the complex relationship between “blood” diamonds, conflict, the influence of Hip-Hop music and culture, and community development. Produced by VH1 Rock Docs, Article 19 Films, and UNDP, the film features the participation of Hip-Hop artists from the US and Sierra Leone.  The objective of the film is not to shame people into boycotting diamonds. Instead, it is to raise a voice on behalf of the millions of diamond diggers and to help disadvantaged communities and entrepreneurs reach their full economic potential. Promoting conscious consumerism and using the power and influence of the hip-hop music, Bling tries to encourage buying ""clean"" diamonds.",None
53906,Jet Pilot,0,9000000,tt0050562,en,0.0,Exploding with all the power of the jet age... with all the passion of a daring love story!,Jet Pilot,1957-10-11,112.0,"John Wayne stars as U.S. Air Force aviator Jim Shannon, who's tasked with escorting a Soviet pilot (Janet Leigh) claiming -- at the height of the Cold War -- that she wants to defect. After falling in love with and wedding the fetching flyer, Shannon learns from his superiors that she's a spy on a mission to extract military secrets. To save his new wife from prison and deportation, Shannon devises a risky plan in this 1957 drama.",None
19079,Phoebe in Wonderland,0,0,tt1034325,en,0.0,Dare to dream your life.,Phoebe in Wonderland,2008-02-07,96.0,"The fantastical tale of a little girl who won't - or can't - follow the rules. Confounded by her clashes with the rule-obsessed world around her, Phoebe seeks enlightenment from her unconventional drama teacher, even as her brilliant but anguished mother looks to Phoebe herself for inspiration.",None
19265,Whatever Works,0,15000000,tt1178663,en,35097815.0,A new comedy,Whatever Works,2009-06-19,92.0,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",None
12556,Ghosts of Girlfriends Past,0,0,tt0821640,en,102223269.0,You can't always run from your past.,Ghosts of Girlfriends Past,2009-05-01,100.0,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",None
43638,Holly,0,0,tt0419815,en,0.0,"Out of thousands, he tried to save one.",Holly,2006-08-16,114.0,"Shot on location in Cambodia, including many scenes in actual brothels in the notorious red light district of Phnom Penh, HOLLY is a captivating, touching and emotional experience. Patrick, an American card shark and dealer of stolen artifacts, has been 'comfortably numb' in Cambodia for years, when he encounters Holly, a 12-year-old Vietnamese girl, in the K11 red light village. The girl has been sold by her impoverished family and smuggled across the border to work as a prostitute.",None
4990,Hustle,0,0,tt0073133,en,0.0,She's the call girl. He's the cop. They both take their jobs seriously.,Hustle,1975-12-25,120.0,"Phil Gaines is a bitter, cynical cop who investigates the case of a dead stripper/porno actress found on the beach. Gaines is experiencing a troubled relationship with a hooker, and things don't get any better when the dead girl's father launches his own investigation.",None
43192,Houdini,0,0,tt0045886,en,0.0,,Houdini,1953-07-02,106.0,"By the early 1900s, the extraordinary Houdini earned an international reputation for his theatrical tricks and daring feats of extrication from shackles, ropes, handcuffs, and Scotland Yard's jails... The film depicts Houdini's memorable escape from any pair of handcuffs produced by the audience; the outdoor exhibition, when he allows himself to be hanged upside down from his ankles, suspended from the roof of a high building, in a strait jacket; and, the dramatic act, when he accepts to be shackled with irons and placed in a box that is locked, roped, and submerged in frozen waters...",None
11322,Public Enemies,0,80000000,tt1152836,en,214104620.0,America's Most Wanted.,Public Enemies,2009-07-01,140.0,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",None
8355,Ice Age: Dawn of the Dinosaurs,0,90000000,tt1080016,en,886686817.0,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,2009-06-29,94.0,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",Ice Age Collection
10821,120,0,0,tt1166085,en,0.0,,120,2008-02-15,114.0,"During the Sarikamis Battle, the Ottoman army runs out of ammunition and appeals to the people of Van for help, who happen to have supplies. However, the First World War is on and all men are fighting at four corners of the empire and therefore can not respond to to the appeal. The young children of Van want to do something...",None
176241,Prison Break: The Final Break,0,0,tt1131748,en,0.0,Prepare yourself for the truth,Prison Break: The Final Break,2009-05-26,89.0,"The movie covers the events which occurred in between the downfall of The Company and the finale of the series. It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara. It also reveals the ultimate fate of Gretchen Morgan.",None
47075,Samson and Delilah,0,0,tt1340123,en,0.0,True Love.,Samson and Delilah,2009-05-07,101.0,"Samson and Delilah's world is small- an isolated community in the Central Australian desert. When tragedy strikes they turn their backs on home and embark on a journey of survival. Lost, unwanted and alone the discover that life isn't always fair, but love never judges.",None
41385,Final Approach,0,0,tt0101874,en,0.0,The Experience of a Lifetime,Final Approach,1991-12-06,100.0,"Final Approach deals with the mental condition of Amnesia when a stealth test pilot, Col. Jason Halsey (James Sikking), is involved in an air disaster. A psychiatrist Dr. Dio Gottlieb (Hector Elizondo) attempts to help Halsey to recover his memory, but his motives seem strained. Is Gottlieb giving professional help or is he a counter-intelligence agent sent to debrief Halsey?",None
25728,The Mob,0,0,tt0043812,en,0.0,cruel... cunning... cold as ice...,The Mob,1951-09-07,87.0,An undercover officer (Broderick Crawford) tracks waterfront corruption from California to New Orleans and back.,None
20301,Daisy Kenyon,0,0,tt0039294,en,0.0,,Daisy Kenyon,1947-12-25,99.0,"Daisy Kenyon (Crawford) is a Manhattan commercial artist having an affair with an arrogant and overbearing but successful lawyer named Dan O'Mara (Andrews). O'Mara is married and has children. Daisy meets a single man, a war veteran named Peter Lapham (Fonda), and after a brief and hesitant courtship decides to marry him, although she is still in love with Dan.",None
24232,Is It College Yet?,0,0,tt0285627,en,0.0,,Is It College Yet?,2002-01-01,90.0,"All vile things must come to an end, and for Daria Morgendorffer that means it's time to look beyond high school to college. Our little girl has grown up so fast. It's time for higher learning, lowered expectations, and a heavy dose of sarcasm in this special movie presentation. Follow Daria as she visits a college campus, councils her friend Jane, sets things straight with her boyfriend Tom, and",None
242737,Irena do domu!,0,0,tt0048213,pl,0.0,,Irena do domu!,1955-11-26,90.0,A factory foreman discovers (to his discontent) that his housewife secretly takes driving lessons in order to get a job and send their son to kindergarten.,None
50201,Resan till Melonia,0,0,tt0098189,en,0.0,Fantasies of Shakespeare's 'The Tempest',The Journey to Melonia,1989-12-15,101.0,"When a ship sinks during a storm, a slave from the industrial island of Plutonia is washed up on the beaches of paradise island Melonia, where the ""all-powerful"" wizard Prospero and his strange friends reside.",None
52109,Love Streams,0,0,tt0087644,en,0.0,,Love Streams,1984-02-20,141.0,"Two closely bound, emotionally wounded siblings reunite after years apart.",None
251657,Sininen viikko,0,0,tt0047499,en,0.0,,Blue Week,1954-02-26,70.0,"A Bergmanesque triangle drama. After a weekend of dancing and camping on a recreation island near the city, a young factory worker decides to stay and cut work for a day. Walking around the now deserted island, he meets a beautiful woman camping alone and sunbathing in the nude on the beach. A hot romance flares up between the worker and the more upper-class married lady, lasting through the light-filled nights of the whole summer week until the woman's much older husband returns to the island the next weekend.",None
24927,Night Of The Living Dead 3D,0,3000000,tt0489244,en,1449945.0,,Night Of The Living Dead 3D,2007-05-06,80.0,"Both an homage to and a re-imagining of the original 1968 film, this update follows a group of survivors trapped in a farmhouse battling a siege of undead zombies....in 3D!",None
183871,Mumia Abu-Jamal: A Case for Reasonable Doubt?,0,0,tt0119728,en,0.0,,Mumia Abu-Jamal: A Case for Reasonable Doubt?,1998-03-01,74.0,"Documentary covering the case of Mumia Abu-Jamal, a black nationalist and journalist in Philadelphia, Pennsylvania, convicted of killing a Philadelphia police officer and sentenced to death in a trial marked by controversial prosecutorial and defense tactics and charges of racism.",None
156063,Off the Charts: The Song-Poem Story,0,150000,tt0443335,en,0.0,,Off the Charts: The Song-Poem Story,2003-11-13,58.0,"Like a warped fun-house mirror, the song-poem industry has run parallel to the mainstream music business for close to a century; it's estimated that over 200,000 song-poems have been recorded since 1900. The genre's durability can be traced to three of our deepest American desires - to be in show business, to get rich quick, and to share and express our deepest feelings. We meet several of the ""songwriters"" - from an elderly woman to a young African-American man to a small-town Iowan with big-time dreams - each of whom has been in the ""business"" for awhile, churning out odd compositions that cover the waterfront of American obsessions, from Jesus to genitalia, from politics to Elvis. We also meet the producers (often known as song-sharks) who hold out the tantalizing promise of fame to their eager customers, and the has-been musicians who sit in studios, day after day and year after year...",None
10024,My Sister's Keeper,0,30000000,tt1078588,en,95714875.0,"A tale of life, love, and letting go.",My Sister's Keeper,2009-06-26,109.0,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",None
10788,कमबख़्त इश्क़,0,16000000,tt1144804,hi,0.0,Super Stuntman .... Supermodel .... Feel the Love - The Battle Begins this Summer!,Kambakkht Ishq,2009-07-03,142.0,Kambakkht Ishq is about a stuntman and a supermodel that don't believe in love but through a hilarious series of events they fall for each other.,None
15423,Hood of Horror,0,5000000,tt0475298,en,25900.0,It AIN'T all good in da hood.,Hood of Horror,2006-06-27,84.0,A hip hop horror anthology of three tales of terror told by the Hound of Hell (Snoop Dogg) that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,None
33321,The Dirt Bike Kid,0,0,tt0090948,en,0.0,When the going gets tough... the tough go flying!,The Dirt Bike Kid,1985-11-24,90.0,"When his mother sends Jack off with money to buy groceries, he comes home with a magic supercharged dirt bike instead. His mother is furious, but when Jack uses the magic bike to save the local hot dog stand from the clutches of corrupt big business, he becomes the town hero. Written by Concorde - New Horizons (with permission).",None
69426,Kandukondain Kandukondain,0,500000,tt0242572,ta,500000.0,,Kandukondain Kandukondain,2000-05-05,157.0,"Two young women with differing views on love find themselves with three suitors. Sowmya (Tabu) attracts the attention of aspiring film director Manohar (Ajith), while wounded Captain Bala (Mammootty) falls for her younger, hopelessly romantic sister, Meenu (Aishwarya Rai) but hesitates because he is much older than she. Meanwhile, Meenu meets and falls for a businessman with a passion for poetry, Srikanth (Abbas). Manohar goes to Madras to make a film and prove himself worthy of Sowmya, and Srikanth's business collapses, and he also departs to find someone who will lend him the money to pay off his investors.",None
16226,Lady Death,0,0,tt0354690,en,0.0,Naughty girls go to hell... Really naughty girls conquer it.,Lady Death,2004-10-05,80.0,"The movie begins in 15th century Sweden, where Hope, the beautiful daughter of Matthias, a skilled mercenary who is in actuality a demon, is accused of being the devil's consort. Sentenced by the town priest to be burned at the stake, Matthias, through his proxy, the jester Pagan, offers her life if she surrenders herself to him and join him in Hell.",None
42659,Blonde Crazy,0,0,tt0021673,en,0.0,Jim's back!... with a brand new line!,Blonde Crazy,1931-12-03,79.0,Adventures of a cocky con man and his glamorous accomplice.,None
16440,Tales of the Black Freighter,0,0,tt1295071,en,0.0,,Tales of the Black Freighter,2009-03-24,26.0,"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost.",None
37021,らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!,0,0,tt0104604,ja,0.0,,"Ranma ½: Nihao, My Concubine",1992-08-02,63.0,"With the Tendos, the Saotomes, Ryoga, Shampoo and Ukyo misinterpreting Tatewake Kuno's invitation to his two loves, Akane and ""The Pig Tailed Girl"", to try his new yacht, a whole new episode of chaos begins in the already unstable lives of the Saotome/Tendo clan. A mysterious shadow kidnaps first Akane's sister Kasumi, then continues on until all the girls disappear. All except everyone's favorite hydrotranssexual. As an ambush, Ranma's set out to trap one of the shadows, revealing them to be under the control of a powerful prince Toma. Toma is the young prince of a floating island to which only males are born due to a powerful spring which turns anything into a man. Of course, he's out to rescue the girls, but more importantly, can he get a hold of the water that may free him of the Jusenkyo curse? And even more importantly, can he keep his mouth shut before Akane does more damage to him then Prince Toma does?",Ranma Collection
62186,Pittsburgh,0,0,tt0035195,en,0.0,BIG! BRAWNY! BOLD!,Pittsburgh,1942-12-11,91.0,"Charles 'Pittsburgh' Markham rides roughshod over his friends, his lovers, and his ideals in his trek toward financial success in the Pittsburgh steel industry, only to find himself deserted and lonely at the top. When his crash comes, he finds that fate has dealt him a second chance.",None
22612,The Lucky Texan,0,0,tt0025440,en,0.0,"Action all the way, a hundred thrills in a fight for GOLD and a GIRL!",The Lucky Texan,1934-01-22,61.0,"Jerry Mason, a young Texan, and Jake Benson, an old rancher, become partners and strike it rich with a gold mine. They then find their lives complicated by bad guys and a woman.",None
19913,(500) Days of Summer,0,7500000,tt1022603,en,60722734.0,It was almost like falling in love.,(500) Days of Summer,2009-07-17,95.0,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",None
47104,زیر درختان زیتون,0,0,tt0111845,fa,0.0,"The movie focuses on one of the events in Zendegi Edame Darad (1992), and explores the relationship between the movie director, and the actors.",Through the Olive Trees,1994-01-01,103.0,"The movie focuses on one of the events in Zendegi Edame Darad (1992), and explores the relationship between the movie director, and the actors. The local actors play a couple who got married right after the earthquake. In reality, the actor is trying to persuade the actress that they should get married.",Koker Trilogy
17359,Notícias de uma Guerra Particular,0,0,tt0296108,en,0.0,,News from a Personal War,1999-04-14,57.0,"Documentary about urban violence in Brazil, especially in Rio de Janeiro. Policemen, drug dealers, and shantytown dwellers get trapped into a daily war that knows no winners.",None
47920,Magnificent Obsession,0,0,tt0026667,en,0.0,After You See It You'll Never Be the Same!,Magnificent Obsession,1935-12-30,112.0,A playboy tries to redeem himself after his careless behavior causes a great man's death.,None
82474,7th Heaven,0,0,tt0018379,en,0.0,,7th Heaven,1927-01-01,110.0,A dejected Parisian sewer worker feels his prayers have been answered when he falls in love with a street waif.,None
45184,Madame Bovary,0,0,tt0041615,en,0.0,Whatever it is that French women have ... Madame Bovary had more of it!,Madame Bovary,1949-08-25,115.0,"A provincial doctor's wife's romantic illusions about life and social status lead her to betray her naive husband, take on lovers and run up ruinous debts.",None
18480,Brüno,0,42000000,tt0889583,en,0.0,Borat was so 2006,Brüno,2009-07-08,83.0,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,None
64831,The Boys: The Sherman Brothers' Story,0,0,tt1015971,it,0.0,"Brothers, Partners, Strangers",The Boys: The Sherman Brothers' Story,2009-01-01,101.0,A documentary about the troubled sibling relationship between Robert B. Sherman &amp; Richard M. Sherman -- aka The Sherman Brothers -- the Academy Award and Grammy-winning songwriters famous for their iconic Disney and Family Movie hits.,None
266814,1939: Hollywood's Greatest Year,0,0,tt1454902,en,0.0,,1939: Hollywood's Greatest Year,2009-07-02,69.0,"1939: Hollywood's Greatest Year is a once-over-lightly evocation of a slate of classic films unmatched before or since. In a year permitting 10 Best Picture nominees, the final cut included Gone with the Wind, The Wizard of Oz, Dark Victory, Goodbye, Mr. Chips, Mr. Smith Goes to Washington, Ninotchka, Of Mice and Men, Stagecoach, Wuthering Heights, Love Affair. Shut out: The Roaring '20s, The Hunchback of Notre Dame, Intermezzo, Destry Rides Again, Idiot's Delight, Young Mr. Lincoln, Gunga Din. This hour-long film finds room to acknowledge a few of these non-starters, but its brevity means a lot gets left out. This includes the absence of anything that doesn't celebrate the studio system, including the practices of the shrewd tyrants who ran them, seen in brief archival footage.",None
4931,Madigan,0,0,tt0063256,en,0.0,"""If Detective Madigan kept his eyes on the killer instead of the broad...""",Madigan,1968-03-29,101.0,"Policemen Bonaro and Madigan lose their guns to fugitive Barney Benesch. As compensation, the two NYC detectives are given a weekend to bring Benesch to justice. While Bonaro and Madigan follow up on various leads, Police Commissioner Russell goes about his duties, including attending functions, meeting with aggrieved relatives, and counseling the spouses of fallen officers.",None
301233,Terrified,0,0,tt0111464,en,0.0,You've been scared. Now prepare to be... Terrified.,Terrified,1995-01-13,95.0,"Traumatized after witnessing her jealous husband kill her adulterous lover and then himself, an unbalanced, nymphomaniac young woman finds herself stalked by an unknown assailant, but she cannot make anyone believe her desperate situation.",None
18901,Flåklypa Grand Prix,0,0,tt0073000,no,0.0,,The Pinchcliffe Grand Prix,1975-08-28,88.0,"100 miles north, a bit east and up, is Flåklypa... home of bicycle repairman Reodor Felgen and his two assistants - Solan Gundersen, morning bird and natural born optimist, and Ludvig who is a true pessimist. Sponsored by oil sheik Ben Redic Fy Fazan, they build the car ""Il Tempo Gigante"" and the race of the decade is a fact.",Caprinos Eventyrlige Verden
14728,The Librarian: The Curse of the Judas Chalice,0,0,tt1146438,en,0.0,The world's most unlikely hero is back for his biggest adventure.,The Librarian: The Curse of the Judas Chalice,2008-12-07,95.0,"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.",The Librarian Collection
16911,Obitaemyy Ostrov,0,36500000,tt0972558,ru,21834845.0,,The Inhabited Island,2008-12-18,115.0,"On the threshold of 22nd century, furrowing the space, protagonist from the Free Search Group makes emergency landing on an unknown planet where he must stay. People who are living on this planet have remained at the stone level of the 20th century, with its social problems, miserable ecology and shaky world..",Dark Planet Collection
70648,Odgrobadogroba,0,0,tt0476323,sl,0.0,,Gravehopping,2005-06-06,103.0,Pero is a professional funeral speaker in a small Slovenian town. His unique gift is to make every funeral that extra bit special. Pero just can't help turning his eulogies into witty personal confessions that bring the grieving crowd to tears for all the wrong reasons.,None
8884,Franklyn,0,12000000,tt0893402,en,0.0,Reality is a state of mind.,Franklyn,2008-10-16,98.0,"Set between the parallel worlds of contemporary London and the futuristic faith dominated metropolis of Meanwhile City, Franklyn weaves a tale of four souls, whose lives are intertwined by fate, romance and tragedy. As these worlds collide, a single bullet determines the destiny of these four characters.",None
38940,Men of War,0,0,tt0110490,en,0.0,"Killers for hire are paid for what they can do, not for what they believe... until today.",Men of War,1994-09-04,103.0,"Nick Gunar is a burnt-out, jaded and hard-up former mercenary who is having a difficult time adjusting to civilian life. At the end of his rope, he is hired by the Nitro Mine Corporation to strong-arm the natives of a South China Sea island into giving up their rights to its valuable mineral resources. Nick loathes the thought of another mission, but this seemingly easy job will earn him enough money to get back with his estranged family. He recruits some of his former mercenary buddies to help him with the job. The island people refuse to give up their land and Nick decides to help them fight the greedy corporation that hired him. As greed and treachery begin to unravel, Nick's band of mercenaries choose sides.",None
19105,Iron Maiden: Flight 666,0,0,tt1361558,cs,0.0,,Iron Maiden: Flight 666,2009-04-21,112.0,"A chronological account of the heavy metal band Iron Maiden's 2008 world tour through India, Australia, Japan, USA, Canada, Mexico and South America in a jet piloted by the band's front man, Bruce Dickinson. Features interviews with the musicians, their road crew and fans.",None
14758,Good Dick,0,0,tt0944101,en,0.0,A hard man... is good to find.,Good Dick,2008-10-03,86.0,"A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",None
767,Harry Potter and the Half-Blood Prince,0,250000000,tt0417741,en,933959197.0,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,2009-07-07,153.0,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",Harry Potter Collection
59847,Mélo,0,0,tt0091507,fr,0.0,,Mélo,1986-09-03,112.0,"From Wikipedia, the free encyclopedia  Pierre Belcroix and Marcel Blanc are violinists and lifelong friends living in Paris in the 1920s. While Marcel has become famous and Pierre has not, both are happy with their lives. Pierre is happily married to Romaine, a stylish young flapper. However, Marcel meets and falls in love with her, which Marcel little suspects. Romaine carries on her affair with Marcel, even as Pierre falls ill, which she may have deliberately exacerbated with her treatment in order to murder him. Soon Marcel goes on a concert tour, and Romaine abandons Pierre for a romantic tryst. When Marcel returns, Romaine reconsiders the affair, and realizes that she loves both Pierre and Marcel. She decides that she does not want to hurt either her husband or her lover, and as no other solution seems possible, she commits suicide. Three years later, Pierre visits Marcel to seek the truth, and Marcel tells him that no illicit affair occurred, thereby honoring her memory.",None
60623,L'amour à mort,0,0,tt0086890,fr,0.0,,Love Unto Death,1984-09-05,92.0,"Elisabeth and Simon have been deeply in love for two months when Simon momentarily dies, but comes back to life. Simon does not want any further medical tests, but the couple are forced to grapple with the possibility of his death. They eventually tell their close friends Jérôme and Judith Martignac about the event. The Martignacs are both clerics, and Judith has just been giving a funeral service for a villager who committed suicide, though Jérôme would have nothing to do with suicide..",None
14687,Eichmann,0,8000000,tt0901481,en,0.0,,Eichmann,2007-09-22,100.0,"Based upon the final confession of Adolf Eichmann, made before his execution in Israel, of his role in Hitler's plan for the final solution.",None
351862,Blue Blood,0,0,tt0799948,en,0.0,,Blue Blood,2006-04-26,95.0,What makes mild mannered intellectuals join the Oxford University Boxing Club? This film follows five novices becoming fighters. (Storyville),None
10353,Les Visiteurs 2 : Les Couloirs du temps,0,0,tt0120882,fr,0.0,They come back!,The Visitors II: The Corridors of Time,1998-02-11,118.0,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",The Visitors Collection
